Year;Month;Day;Tmax;Tavg;Tmin;DewMax;DewAvg;DewMin;Hmax;Havg;Hmin;WindMax;WindAvg;WindMin;Pmax;Pavg;Pmin;PreMax;PreAvg;PreMin
1999;10;16;11;6;0;5;2;0;100;-;58;26;-;0;1019;-;1017;-;0.00;-
1999;10;17;10;4;-1;3;2;-1;100;-;58;13;-;0;1024;-;1018;-;0.00;-
1999;10;18;9;4;-1;3;1;-2;100;-;62;14;-;0;1026;-;1023;-;0.00;-
1999;10;19;10;5;0;2;0;-2;93;-;54;32;-;3;1023;-;1016;-;0.00;-
1999;10;20;8;4;2;4;2;-2;93;-;71;14;-;2;1021;-;1018;-;0.00;-
1999;10;21;6;6;5;6;5;4;100;-;87;21;-;8;1025;-;1017;-;0.00;-
1999;10;22;9;7;5;7;6;4;100;-;81;23;-;8;1018;-;1016;-;0.00;-
1999;10;23;13;9;6;8;7;5;93;-;72;26;-;10;1018;-;1011;-;0.00;-
1999;10;24;12;9;7;12;9;7;100;-;87;19;-;2;1012;-;1008;-;0.00;-
1999;10;25;22;16;9;15;12;9;100;-;60;24;-;8;1011;-;1009;-;0.00;-
1999;10;26;17;13;11;16;13;11;100;-;82;10;-;0;1018;-;1011;-;0.00;-
1999;10;27;16;13;10;12;9;7;100;-;59;39;-;0;1024;-;1018;-;0.00;-
1999;10;28;17;11;5;9;7;5;100;-;55;23;-;0;1027;-;1024;-;0.00;-
1999;10;29;15;10;5;12;9;4;100;-;82;10;-;0;1029;-;1023;-;0.00;-
1999;10;30;15;8;1;8;6;1;100;-;59;19;-;0;1029;-;1024;-;0.00;-
1999;10;31;9;7;5;9;8;5;100;-;93;16;-;0;1026;-;1021;-;0.00;-
1999;11;1;16;10;5;9;7;5;100;-;59;21;-;2;1030;-;1027;-;0.00;-
1999;11;2;11;6;2;9;7;2;100;-;82;16;-;0;1027;-;1021;-;0.00;-
1999;11;3;16;10;4;10;7;3;100;-;59;14;-;2;1026;-;1021;-;0.00;-
1999;11;4;15;10;6;10;7;4;100;-;59;13;-;0;1027;-;1026;-;0.00;-
1999;11;5;12;8;5;10;7;5;100;-;81;21;-;3;1026;-;1018;-;0.00;-
1999;11;6;11;9;7;9;8;7;100;-;82;16;-;2;1018;-;1011;-;0.00;-
1999;11;7;14;9;5;10;8;5;100;-;67;21;-;3;1019;-;1012;-;0.00;-
1999;11;8;8;7;6;8;7;6;100;-;87;23;-;0;1022;-;1019;-;0.00;-
1999;11;9;8;7;6;8;7;6;100;-;93;21;-;2;1023;-;1022;-;0.00;-
1999;11;10;6;4;4;6;5;4;100;-;93;23;-;2;1026;-;1021;-;0.00;-
1999;11;11;7;6;5;7;6;5;100;-;93;10;-;0;1030;-;1026;-;0.00;-
1999;11;12;6;3;2;6;4;2;100;-;93;10;-;0;1032;-;1029;-;0.00;-
1999;11;13;5;3;1;4;3;1;100;-;93;13;-;0;1028;-;1016;-;0.00;-
1999;11;14;5;3;2;4;3;2;100;-;81;21;-;0;1018;-;1007;-;0.00;-
1999;11;15;5;2;-1;4;3;-1;100;-;87;21;-;0;1023;-;1008;-;0.00;-
1999;11;16;3;0;-3;1;-2;-4;100;-;70;26;-;0;1025;-;1015;-;0.00;-
1999;11;17;1;0;-1;0;-1;-1;100;-;93;10;-;0;1015;-;1007;-;0.00;-
1999;11;18;3;1;-1;2;1;-1;100;-;87;27;-;3;1007;-;1004;-;0.00;-
1999;11;19;0;-1;-2;0;-1;-2;100;-;93;24;-;2;1006;-;997;-;0.00;-
1999;11;20;1;-4;-9;0;-2;-9;100;-;87;32;-;0;1016;-;999;-;0.00;-
1999;11;21;-1;-6;-10;-2;-4;-10;100;-;93;16;-;0;1017;-;1009;-;0.00;-
1999;11;22;1;-1;-2;0;-1;-2;100;-;87;27;-;2;1010;-;1007;-;0.00;-
1999;11;23;1;0;-1;-1;-2;-3;100;-;80;37;-;19;1010;-;1008;-;0.00;-
1999;11;24;2;1;0;1;1;0;100;-;93;29;-;6;1023;-;1014;-;0.00;-
1999;11;25;2;-2;-5;1;-1;-5;100;-;87;8;-;0;1033;-;1023;-;0.00;-
1999;11;26;0;-1;-2;0;-1;-2;100;-;93;8;-;0;1035;-;1033;-;0.00;-
1999;11;27;2;-3;-8;0;-2;-9;100;-;81;8;-;0;1035;-;1032;-;0.00;-
1999;11;28;-1;-6;-9;-1;-3;-9;100;-;93;13;-;0;1037;-;1034;-;0.00;-
1999;11;29;0;-1;-2;-1;-1;-2;100;-;93;13;-;3;1037;-;1034;-;0.00;-
1999;11;30;-1;-2;-3;-2;-3;-3;100;-;93;11;-;2;1034;-;1029;-;0.00;-
1999;12;1;-2;-3;-5;-2;-3;-5;100;-;93;13;-;3;1029;-;1020;-;0.00;-
1999;12;2;6;2;-2;4;1;-2;100;-;87;26;-;0;1021;-;1017;-;0.00;-
1999;12;3;5;3;2;3;2;0;100;-;81;32;-;3;1026;-;1014;-;0.00;-
1999;12;4;8;4;2;7;4;1;100;-;87;14;-;0;1014;-;1008;-;0.00;-
1999;12;5;4;3;2;4;2;-2;100;-;70;40;-;0;1019;-;1007;-;0.00;-
1999;12;6;4;0;-4;0;-2;-5;100;-;70;34;-;0;1027;-;1019;-;0.00;-
1999;12;7;3;-2;-6;0;-2;-6;100;-;81;16;-;0;1027;-;1019;-;0.00;-
1999;12;8;6;1;-4;2;-1;-4;100;-;70;14;-;0;1020;-;1016;-;0.00;-
1999;12;9;6;2;-1;4;2;-1;100;-;87;14;-;0;1019;-;1010;-;0.00;-
1999;12;10;8;4;0;6;3;0;100;-;87;13;-;0;1010;-;1008;-;0.00;-
1999;12;11;7;4;3;5;4;3;100;-;81;13;-;0;1010;-;1007;-;0.00;-
1999;12;12;6;4;3;6;4;3;100;-;93;23;-;6;1010;-;1003;-;0.00;-
1999;12;13;7;6;4;6;4;2;100;-;81;34;-;2;1012;-;1001;-;0.00;-
1999;12;14;7;3;0;4;2;-1;100;-;81;26;-;2;1009;-;998;-;0.00;-
1999;12;15;5;3;2;5;2;-1;100;-;70;26;-;2;1005;-;998;-;0.00;-
1999;12;16;2;0;-1;2;0;-2;100;-;81;16;-;3;1022;-;1005;-;0.00;-
1999;12;17;2;-1;-3;0;-2;-3;100;-;81;8;-;0;1026;-;1022;-;0.00;-
1999;12;18;2;0;-2;1;-1;-2;100;-;87;21;-;3;1022;-;1014;-;0.00;-
1999;12;19;5;2;0;4;2;0;100;-;87;16;-;2;1026;-;1006;-;0.00;-
1999;12;20;1;-1;-2;1;-2;-4;100;-;75;24;-;2;1015;-;1010;-;0.00;-
1999;12;21;2;-2;-7;-3;-4;-7;100;-;65;23;-;6;1031;-;1015;-;0.00;-
1999;12;22;1;-4;-8;-4;-6;-8;100;-;69;24;-;0;1038;-;1031;-;0.00;-
1999;12;23;-4;-8;-11;-5;-7;-11;100;-;86;19;-;0;1037;-;1036;-;0.00;-
1999;12;24;-5;-7;-9;-5;-7;-10;100;-;93;10;-;0;1036;-;1029;-;0.00;-
1999;12;25;0;-5;-10;-7;-8;-10;100;-;48;23;-;3;1029;-;1007;-;0.00;-
1999;12;26;2;-6;-11;1;-4;-11;100;-;93;16;-;0;1008;-;991;-;0.00;-
1999;12;27;5;2;-1;3;1;-1;100;-;81;37;-;0;999;-;989;-;0.00;-
1999;12;28;1;-1;-2;1;0;-2;100;-;93;29;-;3;996;-;981;-;0.00;-
1999;12;29;3;1;-1;1;-1;-2;100;-;81;42;-;10;1012;-;987;-;0.00;-
1999;12;30;3;0;-3;1;-1;-3;100;-;81;26;-;0;1024;-;1012;-;0.00;-
1999;12;31;-2;-6;-10;-2;-7;-10;100;-;93;16;-;0;1024;-;1023;-;0.00;-
2000;1;1;-3;-7;-11;-3;-8;-11;100;-;93;8;-;0;1026;-;1024;-;0.00;-
2000;1;2;-3;-6;-7;-4;-5;-7;100;-;93;3;-;0;1030;-;1024;-;0.00;-
2000;1;3;0;-2;-4;0;-2;-4;100;-;93;13;-;0;1031;-;1024;-;0.00;-
2000;1;4;0;-1;-2;-1;-2;-2;100;-;93;13;-;0;1024;-;1023;-;0.00;-
2000;1;5;1;-2;-5;0;-2;-5;100;-;87;14;-;0;1023;-;1021;-;0.00;-
2000;1;6;0;-4;-9;-1;-5;-9;100;-;93;10;-;0;1027;-;1023;-;0.00;-
2000;1;7;-2;-4;-6;-3;-3;-6;100;-;93;6;-;0;1029;-;1027;-;0.00;-
2000;1;8;-1;-2;-3;-1;-2;-3;100;-;93;3;-;0;1029;-;1028;-;0.00;-
2000;1;9;-2;-2;-2;-2;-2;-2;100;-;100;3;-;0;1028;-;1025;-;0.00;-
2000;1;10;0;-1;-2;0;-1;-3;100;-;93;3;-;0;1034;-;1028;-;0.00;-
2000;1;11;2;0;-1;1;-1;-2;100;-;87;10;-;0;1038;-;1034;-;0.00;-
2000;1;12;2;-1;-4;-1;-2;-4;100;-;65;14;-;0;1037;-;1034;-;0.00;-
2000;1;13;-3;-4;-5;-4;-4;-5;100;-;93;16;-;3;1034;-;1027;-;0.00;-
2000;1;14;-2;-3;-4;-2;-3;-4;100;-;93;16;-;2;1028;-;1026;-;0.00;-
2000;1;15;1;-2;-5;0;-2;-5;100;-;87;26;-;0;1028;-;1026;-;0.00;-
2000;1;16;0;-6;-11;-2;-4;-11;100;-;80;21;-;0;1028;-;1025;-;0.00;-
2000;1;17;5;-3;-12;3;-2;-12;100;-;75;58;-;0;1025;-;997;-;0.00;-
2000;1;18;5;2;0;3;1;-2;100;-;81;42;-;0;1005;-;995;-;0.00;-
2000;1;19;2;0;-1;-1;-3;-5;87;-;65;47;-;10;1019;-;1005;-;0.00;-
2000;1;20;1;-1;-3;0;-3;-5;100;-;75;39;-;14;1023;-;1013;-;0.00;-
2000;1;21;4;0;-4;1;-2;-9;100;-;69;64;-;14;1014;-;1000;-;0.00;-
2000;1;22;-2;-3;-5;-6;-8;-10;93;-;64;40;-;0;1018;-;1012;-;0.00;-
2000;1;23;-3;-4;-6;-5;-7;-8;100;-;74;16;-;2;1012;-;1008;-;0.00;-
2000;1;24;-3;-7;-9;-7;-10;-14;86;-;59;29;-;3;1020;-;1009;-;0.00;-
2000;1;25;-2;-8;-14;-7;-11;-15;100;-;59;16;-;0;1028;-;1020;-;0.00;-
2000;1;26;-1;-6;-8;-5;-8;-10;86;-;69;34;-;10;1027;-;1024;-;0.00;-
2000;1;27;3;1;-1;0;-2;-5;93;-;75;34;-;2;1026;-;1023;-;0.00;-
2000;1;28;4;0;-3;-3;-4;-6;93;-;60;34;-;0;1023;-;1020;-;0.00;-
2000;1;29;6;0;-6;3;-1;-7;100;-;70;19;-;0;1019;-;1007;-;0.00;-
2000;1;30;8;6;3;6;3;0;100;-;66;42;-;3;1017;-;1003;-;0.00;-
2000;1;31;12;7;2;7;4;-1;100;-;62;45;-;0;1022;-;1015;-;0.00;-
2000;2;1;13;7;2;7;6;2;100;-;67;34;-;0;1025;-;1019;-;0.00;-
2000;2;2;10;4;-1;6;3;-1;100;-;76;19;-;0;1028;-;1014;-;0.00;-
2000;2;3;9;7;3;6;2;0;93;-;62;39;-;0;1028;-;1014;-;0.00;-
2000;2;4;7;3;1;1;-2;-3;87;-;53;27;-;3;1037;-;1028;-;0.00;-
2000;2;5;9;4;1;7;3;-2;93;-;75;39;-;10;1031;-;1024;-;0.00;-
2000;2;6;13;7;1;8;4;0;100;-;72;14;-;0;1026;-;1025;-;0.00;-
2000;2;7;6;3;0;5;3;0;100;-;93;10;-;0;1025;-;1019;-;0.00;-
2000;2;8;11;6;1;6;4;1;100;-;71;19;-;0;1019;-;1008;-;0.00;-
2000;2;9;10;7;3;8;4;-1;100;-;62;37;-;3;1019;-;1006;-;0.00;-
2000;2;10;9;3;-3;3;0;-3;100;-;57;34;-;0;1024;-;1019;-;0.00;-
2000;2;11;7;0;-6;2;-1;-6;100;-;66;16;-;0;1027;-;1022;-;0.00;-
2000;2;12;8;6;3;3;3;2;100;-;71;19;-;0;1028;-;1023;-;0.00;-
2000;2;13;9;6;2;3;2;-1;93;-;66;21;-;0;1023;-;1016;-;0.00;-
2000;2;14;7;3;0;5;1;-4;100;-;61;42;-;3;1020;-;1016;-;0.00;-
2000;2;15;5;-1;-6;2;-1;-6;100;-;70;19;-;0;1021;-;1016;-;0.00;-
2000;2;16;5;1;-2;5;2;-2;100;-;70;23;-;0;1014;-;1001;-;0.00;-
2000;2;17;5;2;0;2;0;-4;100;-;70;39;-;11;1005;-;997;-;0.00;-
2000;2;18;5;0;-5;0;-2;-5;100;-;65;29;-;0;1010;-;1006;-;0.00;-
2000;2;19;4;0;-4;1;-1;-5;100;-;75;13;-;0;1009;-;1006;-;0.00;-
2000;2;20;5;2;0;4;2;0;100;-;81;19;-;0;1017;-;1008;-;0.00;-
2000;2;21;4;-1;-5;2;-2;-6;100;-;61;19;-;0;1024;-;1017;-;0.00;-
2000;2;22;3;-3;-8;-2;-4;-8;100;-;60;10;-;0;1026;-;1024;-;0.00;-
2000;3;28;15;10;6;5;4;3;87;-;51;18;-;2;1013;-;1010;-;0.00;-
2000;3;29;15;10;4;11;8;4;100;-;72;39;-;0;1015;-;1007;-;0.00;-
2000;3;30;13;10;6;10;7;4;100;-;58;37;-;0;1009;-;1007;-;0.00;-
2000;3;31;12;8;5;7;4;3;100;-;58;33;-;0;1009;-;1007;-;0.00;-
2000;3;1;5;4;3;4;3;3;100;-;87;4;-;0;1008;-;1008;-;0.00;-
2000;4;1;15;8;0;9;5;0;100;-;51;20;-;0;1008;-;1002;-;0.00;-
2000;4;2;14;10;6;9;8;4;100;-;63;26;-;2;1008;-;1001;-;0.00;-
2000;4;3;15;10;5;10;7;5;100;-;59;22;-;4;1008;-;1001;-;0.00;-
2000;4;4;18;14;9;12;10;8;94;-;59;26;-;6;1001;-;999;-;0.00;-
2000;4;5;12;11;10;12;11;10;100;-;94;33;-;0;998;-;989;-;0.00;-
2000;4;6;10;8;5;10;3;-2;100;-;57;56;-;24;1016;-;996;-;0.00;-
2000;4;7;11;6;2;2;-1;-5;66;-;50;37;-;9;1021;-;1016;-;0.00;-
2000;4;8;11;8;4;4;1;-4;93;-;50;33;-;7;1019;-;1016;-;0.00;-
2000;4;9;10;3;-4;2;0;-4;100;-;54;20;-;0;1020;-;1015;-;0.00;-
2000;4;10;12;8;4;4;2;-1;81;-;54;26;-;6;1016;-;1008;-;0.00;-
2000;4;11;14;10;6;8;4;1;82;-;59;24;-;0;1008;-;1002;-;0.00;-
2000;4;12;18;12;7;11;8;6;100;-;56;32;-;4;1002;-;998;-;0.00;-
2000;4;13;18;10;3;12;8;3;100;-;59;22;-;0;1006;-;1002;-;0.00;-
2000;4;14;20;14;8;10;8;6;87;-;49;26;-;2;1009;-;1005;-;0.00;-
2000;4;15;23;16;9;12;9;7;87;-;50;30;-;0;1006;-;1002;-;0.00;-
2000;4;16;18;14;10;11;9;7;94;-;49;24;-;0;1009;-;1004;-;0.00;-
2000;4;17;24;16;8;12;9;6;87;-;47;18;-;4;1009;-;1005;-;0.00;-
2000;4;18;26;18;9;14;11;8;94;-;47;17;-;2;1007;-;1004;-;0.00;-
2000;4;19;26;18;10;14;11;9;94;-;41;20;-;2;1007;-;1004;-;0.00;-
2000;4;20;26;20;14;14;11;8;82;-;44;18;-;6;1010;-;1007;-;0.00;-
2000;4;21;26;20;14;14;11;9;72;-;42;22;-;2;1014;-;1011;-;0.00;-
2000;4;22;27;20;12;14;11;8;82;-;44;11;-;2;1017;-;1013;-;0.00;-
2000;4;23;26;18;9;14;11;8;94;-;44;15;-;0;1016;-;1011;-;0.00;-
2000;4;24;26;18;10;13;10;7;88;-;44;20;-;0;1011;-;1003;-;0.00;-
2000;4;25;20;16;12;15;13;10;100;-;56;22;-;2;1012;-;1004;-;0.00;-
2000;4;26;21;16;12;16;14;11;100;-;64;9;-;0;1015;-;1012;-;0.00;-
2000;4;27;23;16;10;15;13;10;100;-;53;15;-;0;1018;-;1015;-;0.00;-
2000;4;28;24;17;10;14;13;9;100;-;53;26;-;0;1019;-;1014;-;0.00;-
2000;4;29;26;19;12;14;13;11;94;-;47;22;-;0;1018;-;1015;-;0.00;-
2000;4;30;26;18;11;15;13;9;94;-;51;24;-;0;1020;-;1017;-;0.00;-
2000;4;1;16;15;13;14;13;13;100;-;88;4;-;0;1017;-;1016;-;0.00;-
2000;5;4;20;13;7;10;8;5;93;-;49;13;-;0;1022;-;1018;-;0.00;-
2000;5;5;23;14;6;11;9;6;100;-;46;13;-;0;1019;-;1016;-;0.00;-
2000;5;6;25;16;6;12;9;6;100;-;41;11;-;0;1018;-;1016;-;0.00;-
2000;5;7;27;17;8;14;11;7;100;-;42;14;-;0;1019;-;1017;-;0.00;-
2000;5;8;27;18;10;15;13;9;94;-;44;23;-;0;1020;-;1018;-;0.00;-
2000;5;9;25;18;12;16;14;12;100;-;50;23;-;0;1021;-;1018;-;0.00;-
2000;5;10;28;19;11;16;14;11;100;-;45;14;-;0;1018;-;1014;-;0.00;-
2000;5;11;29;20;12;18;16;12;100;-;45;10;-;0;1015;-;1012;-;0.00;-
2000;5;12;29;20;12;17;14;5;100;-;42;24;-;0;1018;-;1012;-;0.00;-
2000;5;13;22;16;9;10;6;1;72;-;43;16;-;0;1023;-;1018;-;0.00;-
2000;5;14;24;14;5;12;8;4;100;-;44;13;-;0;1024;-;1021;-;0.00;-
2000;5;15;26;17;9;14;11;8;94;-;44;11;-;0;1024;-;1019;-;0.00;-
2000;5;16;28;18;9;15;12;9;100;-;42;14;-;0;1020;-;1016;-;0.00;-
2000;5;17;29;19;10;16;12;9;100;-;40;19;-;2;1017;-;1011;-;0.00;-
2000;5;18;29;20;11;16;13;9;94;-;42;24;-;0;1011;-;1005;-;0.00;-
2000;5;19;22;17;12;14;13;10;100;-;56;35;-;0;1009;-;1006;-;0.00;-
2000;5;20;19;13;7;11;9;7;100;-;52;39;-;0;1010;-;1008;-;0.00;-
2000;5;21;20;14;8;9;7;5;94;-;49;27;-;3;1012;-;1009;-;0.00;-
2000;5;22;20;12;5;13;9;4;100;-;52;34;-;3;1015;-;1010;-;0.00;-
2000;5;23;19;14;10;12;10;8;94;-;60;34;-;6;1019;-;1015;-;0.00;-
2000;5;24;23;14;7;12;11;6;100;-;47;11;-;0;1020;-;1017;-;0.00;-
2000;5;25;26;17;9;14;12;8;100;-;44;19;-;0;1018;-;1015;-;0.00;-
2000;5;26;29;20;11;16;13;10;100;-;45;16;-;0;1019;-;1016;-;0.00;-
2000;5;27;31;22;13;17;14;11;94;-;42;23;-;2;1017;-;1012;-;0.00;-
2000;5;28;31;22;14;18;16;13;100;-;45;24;-;0;1015;-;1009;-;0.00;-
2000;5;29;21;17;14;16;13;8;94;-;63;32;-;3;1015;-;1008;-;0.00;-
2000;5;30;20;14;8;9;8;6;93;-;46;27;-;0;1018;-;1015;-;0.00;-
2000;5;31;19;12;6;14;10;6;100;-;56;21;-;0;1018;-;1013;-;0.00;-
2000;6;1;14;13;12;12;12;11;94;-;88;19;-;16;1019;-;1019;-;0.00;-
2000;6;10;27;21;15;15;13;12;82;-;47;8;-;0;1026;-;1016;-;0.00;-
2000;6;11;33;24;15;19;16;12;88;-;43;34;-;3;1019;-;1016;-;0.00;-
2000;6;12;33;26;18;20;16;13;73;-;43;14;-;0;1023;-;1018;-;0.00;-
2000;6;13;34;27;19;21;19;17;88;-;44;23;-;0;1025;-;1021;-;0.00;-
2000;6;14;36;28;20;21;19;15;88;-;41;24;-;0;1021;-;1015;-;0.00;-
2000;6;15;30;24;19;19;17;14;83;-;48;37;-;2;1017;-;1012;-;0.00;-
2000;6;16;21;18;14;16;11;5;83;-;46;42;-;3;1020;-;1014;-;0.00;-
2000;6;17;19;14;10;9;6;3;76;-;45;34;-;3;1027;-;1021;-;0.00;-
2000;6;18;22;14;7;11;8;5;87;-;46;23;-;0;1029;-;1025;-;0.00;-
2000;6;19;25;18;12;13;9;7;72;-;47;14;-;0;1029;-;1022;-;0.00;-
2000;6;20;31;20;10;23;13;9;100;-;40;11;-;0;1022;-;1018;-;0.00;-
2000;6;21;33;22;12;19;15;11;100;-;41;16;-;0;1018;-;1013;-;0.00;-
2000;6;22;36;26;15;20;17;12;88;-;38;14;-;0;1015;-;1013;-;0.00;-
2000;6;23;35;26;16;20;17;14;88;-;38;45;-;0;1014;-;1011;-;0.00;-
2000;6;24;25;21;16;16;14;10;82;-;57;23;-;6;1014;-;1011;-;0.00;-
2000;6;25;17;16;14;16;13;10;100;-;72;32;-;0;1014;-;1009;-;0.00;-
2000;6;26;22;17;12;12;11;8;94;-;49;32;-;11;1018;-;1014;-;0.00;-
2000;6;27;20;13;7;10;8;5;100;-;46;37;-;0;1019;-;1016;-;0.00;-
2000;6;28;24;14;6;13;9;5;100;-;46;13;-;0;1017;-;1012;-;0.00;-
2000;6;29;24;18;12;11;10;7;77;-;44;29;-;0;1015;-;1013;-;0.00;-
2000;6;30;24;16;8;15;10;7;94;-;47;29;-;0;1016;-;1013;-;0.00;-
2000;7;1;29;20;12;16;15;12;100;-;45;19;-;0;1015;-;1012;-;0.00;-
2000;7;2;30;23;17;19;17;11;94;-;33;24;-;2;1013;-;1012;-;0.00;-
2000;7;3;33;26;18;20;18;11;94;-;43;26;-;2;1013;-;1008;-;0.00;-
2000;7;4;34;26;18;21;19;16;100;-;43;29;-;0;1010;-;1005;-;0.00;-
2000;7;5;27;22;17;17;16;13;94;-;47;34;-;2;1015;-;1008;-;0.00;-
2000;7;6;28;23;18;16;13;11;64;-;45;40;-;2;1018;-;1015;-;0.00;-
2000;7;7;30;21;12;18;14;10;94;-;43;29;-;2;1018;-;1007;-;0.00;-
2000;7;8;27;22;18;18;16;13;100;-;51;39;-;2;1010;-;1004;-;0.00;-
2000;7;9;18;14;10;13;12;10;100;-;64;37;-;0;1015;-;1003;-;0.00;-
2000;7;10;27;18;9;14;12;9;100;-;44;32;-;0;1008;-;1003;-;0.00;-
2000;7;11;28;21;14;19;14;11;100;-;48;23;-;0;1004;-;1000;-;0.00;-
2000;7;12;22;18;15;16;14;11;100;-;60;27;-;0;1010;-;1003;-;0.00;-
2000;7;13;21;16;10;12;10;7;100;-;49;37;-;14;1010;-;1009;-;0.00;-
2000;7;14;23;17;10;12;10;8;88;-;47;26;-;3;1010;-;1004;-;0.00;-
2000;7;15;17;16;14;15;14;11;100;-;72;16;-;0;1004;-;1003;-;0.00;-
2000;7;16;16;14;13;15;13;11;100;-;77;32;-;3;1008;-;1002;-;0.00;-
2000;7;17;19;16;13;13;12;11;94;-;60;48;-;23;1014;-;1008;-;0.00;-
2000;7;18;22;18;14;14;13;11;94;-;57;27;-;8;1016;-;1014;-;0.00;-
2000;7;19;23;17;12;14;12;11;100;-;53;19;-;2;1015;-;1012;-;0.00;-
2000;7;20;23;18;13;14;12;10;88;-;56;35;-;11;1016;-;1013;-;0.00;-
2000;7;21;24;18;12;14;12;10;94;-;50;19;-;0;1018;-;1015;-;0.00;-
2000;7;22;24;18;12;15;13;11;100;-;53;23;-;0;1018;-;1016;-;0.00;-
2000;7;23;28;20;13;16;15;13;100;-;45;19;-;0;1016;-;1012;-;0.00;-
2000;7;24;28;22;17;19;17;15;94;-;54;24;-;3;1014;-;1008;-;0.00;-
2000;7;25;30;23;17;18;17;14;88;-;48;26;-;0;1010;-;1007;-;0.00;-
2000;7;26;32;24;17;19;17;16;100;-;46;48;-;0;1018;-;1005;-;0.00;-
2000;7;27;26;21;17;17;16;14;94;-;54;37;-;2;1015;-;1011;-;0.00;-
2000;7;28;28;20;13;18;16;13;100;-;48;42;-;0;1014;-;1006;-;0.00;-
2000;7;29;22;19;16;16;14;13;100;-;64;39;-;3;1013;-;1007;-;0.00;-
2000;7;30;23;19;16;15;14;13;88;-;57;37;-;8;1019;-;1013;-;0.00;-
2000;7;31;24;18;12;15;14;12;100;-;53;27;-;0;1022;-;1019;-;0.00;-
2000;8;1;26;18;10;15;13;10;100;-;47;19;-;0;1023;-;1020;-;0.00;-
2000;8;2;29;21;13;17;15;12;100;-;48;14;-;0;1022;-;1017;-;0.00;-
2000;8;3;29;22;15;19;17;13;94;-;51;13;-;0;1019;-;1015;-;0.00;-
2000;8;4;29;23;18;18;18;16;100;-;51;23;-;0;1018;-;1015;-;0.00;-
2000;8;5;26;22;18;19;18;16;100;-;57;27;-;0;1018;-;1016;-;0.00;-
2000;8;6;32;23;16;20;18;15;100;-;46;21;-;0;1016;-;1011;-;0.00;-
2000;8;7;25;21;18;20;18;15;100;-;57;23;-;2;1016;-;1012;-;0.00;-
2000;8;8;26;20;14;16;14;12;100;-;47;23;-;3;1019;-;1016;-;0.00;-
2000;8;9;27;19;12;16;14;12;100;-;51;10;-;0;1020;-;1018;-;0.00;-
2000;8;10;28;20;13;16;14;13;100;-;45;14;-;0;1019;-;1016;-;0.00;-
2000;8;11;30;21;13;18;16;13;100;-;48;13;-;0;1017;-;1013;-;0.00;-
2000;8;27;23;21;20;13;12;11;60;-;50;14;-;3;1019;-;1018;-;0.00;-
2000;9;1;21;18;15;18;17;15;100;-;73;13;-;0;1007;-;1004;-;0.00;-
2000;9;2;27;20;13;17;14;12;100;-;47;27;-;0;1008;-;1006;-;0.00;-
2000;9;3;22;18;14;15;13;10;100;-;53;34;-;3;1011;-;1007;-;0.00;-
2000;9;4;22;17;12;12;11;9;88;-;50;32;-;2;1015;-;1010;-;0.00;-
2000;9;5;19;14;11;11;9;6;94;-;55;26;-;3;1016;-;1014;-;0.00;-
2000;9;6;20;14;9;12;8;6;87;-;49;23;-;2;1017;-;1013;-;0.00;-
2000;9;7;15;10;6;13;10;6;100;-;82;10;-;0;1015;-;1010;-;0.00;-
2000;9;8;21;13;7;12;9;7;100;-;49;11;-;0;1025;-;1015;-;0.00;-
2000;9;9;23;14;6;12;9;6;100;-;47;10;-;0;1028;-;1025;-;0.00;-
2000;9;10;25;16;7;13;10;7;100;-;47;8;-;0;1027;-;1023;-;0.00;-
2000;9;11;27;18;9;14;12;9;100;-;45;13;-;0;1017;-;1014;-;0.00;-
2000;9;12;28;20;13;16;14;12;94;-;48;16;-;0;1015;-;1013;-;0.00;-
2000;9;13;28;20;12;16;14;11;100;-;48;19;-;0;1016;-;1011;-;0.00;-
2000;9;14;26;20;15;17;15;12;94;-;50;32;-;0;1015;-;1012;-;0.00;-
2000;9;15;25;18;11;14;13;9;100;-;47;23;-;0;1018;-;1015;-;0.00;-
2000;9;16;19;17;14;13;9;7;94;-;56;39;-;10;1018;-;1008;-;0.00;-
2000;9;17;20;16;12;13;12;-12;100;-;11;24;-;2;1010;-;1008;-;0.00;-
2000;9;18;20;17;13;13;12;10;94;-;60;23;-;0;1011;-;1010;-;0.00;-
2000;9;19;19;14;10;13;11;8;94;-;64;16;-;3;1013;-;1011;-;0.00;-
2000;9;20;21;16;12;16;14;11;100;-;73;16;-;0;1011;-;1009;-;0.00;-
2000;9;21;19;17;14;15;12;10;100;-;68;29;-;0;1013;-;1009;-;0.00;-
2000;9;22;18;16;13;14;13;12;100;-;72;23;-;2;1022;-;1012;-;0.00;-
2000;9;23;14;12;11;13;12;11;100;-;88;13;-;2;1024;-;1021;-;0.00;-
2000;9;24;15;12;10;12;10;9;100;-;67;19;-;0;1025;-;1024;-;0.00;-
2000;9;25;16;13;11;13;12;11;100;-;72;10;-;0;1025;-;1024;-;0.00;-
2000;9;26;20;14;8;12;9;8;100;-;52;10;-;0;1026;-;1024;-;0.00;-
2000;9;27;21;12;4;11;8;4;100;-;52;11;-;0;1025;-;1021;-;0.00;-
2000;9;28;21;12;4;11;8;4;100;-;52;14;-;0;1021;-;1017;-;0.00;-
2000;9;29;21;13;6;11;9;5;100;-;52;23;-;0;1017;-;1014;-;0.00;-
2000;9;30;23;17;10;13;10;8;88;-;53;23;-;10;1016;-;1013;-;0.00;-
